date,Headline,neg,neu,pos,compound,capital,Sentiment
20/10/2022,"The inquiry, launched after the Jimmy Savile scandal, took seven years - so what have we learned?",0.158,0.761,0.082,-0.34,NEGATIVE,negative
20/10/2022,British and Australian women speak out about their trauma following invasive medical examinations by Qatari officials in 2020.,0.141,0.859,0,-0.4215,NEGATIVE,negative
20/10/2022,A new Tory leader and PM will be chosen by 28 October.,0.014359752,0.90795165,0.077688664,0.987754047,POSITIVE,positive
20/10/2022,The UK prime minister's short time in office had some dramatic twists and turns.,0.23687382,0.6905905,0.072535746,0.986458361,POSITIVE,positive
20/10/2022,A look back at the prime ministers short time as leader of the UK.,0.07418222,0.87718064,0.04863714,0.995233476,POSITIVE,positive
20/10/2022,The personal and political journey of the UK's shortest-serving prime minister.,0.17341381,0.78017837,0.046407893,0.723945737,POSITIVE,positive
20/10/2022,"Just five weeks after arriving at Downing Street, Liz Truss announces she is stepping down from the job.",0.23282509,0.7421395,0.025035406,0.996214092,NEGATIVE,negative
20/10/2022,"Conservatives are choosing a new leader, just over a month after appointing the last one.",0.09968696,0.8163123,0.0840007,0.981594086,NEGATIVE,negative
20/10/2022,"Far-right Giorgia Meloni could be sworn in as PM soon, despite a row with ally Silvio Berlusconi.",0.09008534,0.8224388,0.08747592,0.654258251,NEGATIVE,negative
20/10/2022,"Altrincham voters tell the BBC's Rowan Bridge they're bemused by the latest political ""shambles"".",0.7053863,0.26969194,0.024921734,0.997410834,NEGATIVE,negative
20/10/2022,Archaeologists in Mosul made the discovery while reconstructing a site destroyed by IS militants.,0.211,0.789,0,-0.4939,NEGATIVE,negative
20/10/2022,Opposition parties demand an election following the resignation of Prime Minister Liz Truss.,0.29386267,0.6852375,0.020899769,0.966030061,NEGATIVE,negative
20/10/2022,How closely have you been paying attention to what's been going on over the past seven days?,0.10549879,0.872002,0.02249924,0.971916556,NEGATIVE,negative
20/10/2022,Flanker Marlie Packer will captain an almost entirely changed England XV in the side's final Rugby World Cup pool game against South Africa on Saturday.,0.013813769,0.93287635,0.053309895,0.998930395,POSITIVE,positive
20/10/2022,The decision to hold an early election usually rests with the prime minister.,0.08533701,0.88426024,0.030402752,0.974905908,POSITIVE,positive
20/10/2022,"After Steven Gerrard's Aston Villa departure, BBC Sport looks at some of the possible contenders to replace him.",0.0632844,0.9038438,0.032871753,0.995742142,POSITIVE,positive
20/10/2022,"A former finance analyst, Rishi Sunak was runner-up in the previous leadership contest.",0.016650455,0.9084596,0.074889965,0.993792772,POSITIVE,positive
20/10/2022,"The BBC's analysis editor on his new venture delving into facts, stats and explanation to help make sense of news events.",0,0.881,0.119,0.4019,POSITIVE,positive
20/10/2022,"The system can no longer operate effectively, the Care Quality Commission warns, as delays mount.",0.174,0.531,0.295,0.5423,POSITIVE,positive
20/10/2022,Video footage shows a protester from Hong Kong being dragged into grounds of building and being assaulted.,0.247,0.753,0,-0.5574,NEGATIVE,negative
20/10/2022,"Brian Wilson, from Sheffield, has been driving lorries since he was a teenager.",0.060972676,0.8967491,0.042278223,0.950082064,POSITIVE,positive
20/10/2022,"Tehran has experts on the ground in Crimea helping with drone attacks on Ukraine, the White House says.",0.137,0.758,0.104,-0.1779,NEGATIVE,negative
20/10/2022,"A closer look at Ron DeSantis, who supporters believe could be the next Republican president.",0,0.818,0.182,0.4404,POSITIVE,positive
20/10/2022,Hans Niemann is suing grandmaster Magnus Carlsen and others after they accused him of cheating.,0.397,0.603,0,-0.7845,NEGATIVE,negative
20/10/2022,"Energy, food and fuel prices have risen sharply in the last six months in part due to the Ukraine war.",0.163,0.75,0.088,-0.4215,NEGATIVE,negative
20/10/2022,The BBC looks back on the day that the prime minister resigned.,0.154,0.846,0,-0.25,NEGATIVE,negative
20/10/2022,An election for the next leader of the Conservative Party will take place within the next week.,0,0.856,0.144,0.4019,POSITIVE,positive
20/10/2022,The Salford-born MP's visits to No 10 have spelled the end for the UK's most recent prime ministers.,0.115,0.885,0,-0.296,NEGATIVE,negative
20/10/2022,Parts of Beijing are now being locked down as China's Communist Party holds a historic Congress.,0,0.838,0.162,0.4019,POSITIVE,positive
20/10/2022,The BBC’s Sliced Bread Team has been investigating whether the popular food gadget can save you money.,0,0.714,0.286,0.7184,POSITIVE,positive
20/10/2022,Here's what you need to know about Liz Truss and why she resigned as prime minister.,0.118,0.882,0,-0.25,NEGATIVE,negative
20/10/2022,Campaigner Kate Isaacs describes the horror of seeing her face digitally edited into an adult film.,0.198,0.802,0,-0.5719,NEGATIVE,negative
20/10/2022,"The outgoing PM won power promising radical change, but it ended in disaster, after just 45 days.",0.231,0.532,0.237,-0.431,NEGATIVE,negative
20/10/2022,The UN says Colombia has increased its cultivation of the plant - the main ingredient in cocaine.,0,0.877,0.123,0.2732,POSITIVE,positive
20/10/2022,It comes after trustees commissioned a sculptor who had not entered a submission to make the statue.,0,0.915,0.085,0.0772,POSITIVE,positive
20/10/2022,Aston Villa sack manager Steven Gerrard after Thursday's 3-0 defeat at Fulham which leaves them just outside the relegation zone.,0.136,0.864,0,-0.4588,NEGATIVE,negative
20/10/2022,Katie Macleod travelled the world while managing to keep working as a freelance graphic designer.,0,0.855,0.145,0.296,POSITIVE,positive
21/10/2022,"As a former prime minister, Ms Truss would be able to claim the money for expenses for public duties.",0.08916394,0.87182873,0.039007343,0.97929287,POSITIVE,positive
21/10/2022,Conservative MPs have started declaring who they want to become Britain's next prime minister.,0,0.909,0.091,0.0772,POSITIVE,positive
21/10/2022,The pound has fallen against the dollar as the UK's financial and political turmoil continues.,0.278,0.722,0,-0.6124,NEGATIVE,negative
21/10/2022,The bison is the first to be born wild in the UK for thousands of years.,0.04257838,0.8179482,0.13947338,0.998203278,POSITIVE,positive
21/10/2022,Some say the future of the largest rainforest in the world depends on who becomes Brazil's president.,0.12214487,0.7473669,0.1304883,0.98176837,POSITIVE,positive
21/10/2022,"After Aston Villa sacked Steven Gerrard just 11 months into the job, BBC Sport asks: How long does a Premier League manager last on average now?",0.24775694,0.7170797,0.03516337,0.996743917,NEGATIVE,negative
21/10/2022,This sentence for contempt of Congress comes as Donald Trump faces a subpoena from the same committee.,0.199,0.733,0.068,-0.5423,NEGATIVE,negative
21/10/2022,"Italy's president asks Giorgia Meloni to form the next government, to be sworn in on Saturday.",0.028174303,0.9395869,0.032238852,0.970972061,POSITIVE,positive
21/10/2022,"Candidates have yet to declare, but Chancellor Jeremy Hunt and Michael Gove rule themselves out.",0.12616432,0.8447084,0.029127328,0.987313092,NEGATIVE,negative
21/10/2022,Young people speak to Newsbeat about how rising prices are impacting the food they can eat.,0.5128291,0.4612172,0.02595365,0.877389789,POSITIVE,positive
21/10/2022,Adrian Kwiatkowski offered the songs in exchange for cryptocurrency on the dark web.,0.03335974,0.91090846,0.055731803,0.976913333,NEGATIVE,negative
21/10/2022,A new Tory leader and PM will be chosen by 28 October.,0.014359752,0.90795165,0.077688664,0.987754047,POSITIVE,positive
21/10/2022,"Penny Mordaunt may not have the name recognition of her rivals, but has been on the rise.",0.014755515,0.53104335,0.4542012,0.998333991,POSITIVE,positive
21/10/2022,The former prime minister is considering a return to Downing Street three months after being ejected.,0.08572844,0.88369554,0.030575955,0.988962948,NEGATIVE,negative
21/10/2022,Boris Johnson flying back from holiday and more MPs backing Rishi Sunak in the Tory leadership race make the lead for several papers.,0,0.837,0.163,0.4728,POSITIVE,positive
21/10/2022,"Conservatives are choosing a new leader, just over a month after appointing the last one.",0.09968696,0.8163123,0.0840007,0.981594086,NEGATIVE,negative
21/10/2022,Opposition parties demand an election following the resignation of Prime Minister Liz Truss.,0.29386267,0.6852375,0.020899769,0.966030061,NEGATIVE,negative
21/10/2022,Rebecca Kellaway is a waitress. And a carer. And has three cleaning roles.,0.043808952,0.8908743,0.0653167,0.968333721,POSITIVE,positive
21/10/2022,"The case was brought by Anthony Rapp, who had been seeking around $40m (£36m) in damages.",0.162,0.838,0,-0.4404,NEGATIVE,negative
21/10/2022,Lloyd Austin spoke with his Russian counterpart Sergei Shoigu for the second time since the war began.,0.196,0.804,0,-0.5994,NEGATIVE,negative
21/10/2022,There are concerns about security if the Tory leadership is decided by an online ballot of party members.,0,0.758,0.242,0.6249,POSITIVE,positive
21/10/2022,The Hollywood actor's lost memoir has been rediscovered and sheds light on the tortured star's life.,0.296,0.704,0,-0.7096,NEGATIVE,negative
21/10/2022,The conflict has driven them closer together in a way which could impact the world beyond Ukraine.,0.133,0.867,0,-0.3182,NEGATIVE,negative
21/10/2022,"Critics praise the ""fantastic songs"" on Midnights, but some add there is ""not a smash hit in sight"".",0.079,0.693,0.228,0.4588,POSITIVE,positive
21/10/2022,Katie Macleod travelled the world while managing to keep working as a freelance graphic designer.,0,0.855,0.145,0.296,POSITIVE,positive
21/10/2022,St Johnstone come from behind to beat Hibernian at Easter Road as VAR enjoyed a controversy-free introduction to the Scottish Premiership.,0,0.852,0.148,0.5106,POSITIVE,positive
21/10/2022,Two-time Grand Slam champion Simona Halep is provisionally suspended from tennis after testing positive for a banned substance.,0.288,0.364,0.348,0.4215,POSITIVE,positive
21/10/2022,Watch as Matt Burton performs a one-handed through-the-legs pass to set up Josh Addo-Carr for a fourth try in Australia's 84-0 win over Scotland.,0,0.847,0.153,0.5859,POSITIVE,positive
21/10/2022,If Mr Trump does not comply with the subpoena he could face criminal charges and imprisonment.,0.282,0.718,0,-0.6705,NEGATIVE,negative
21/10/2022,"Brendan Gleeson and Colin Farrell star in The Banshees of Inisherin, Martin McDonagh's new comedy.",0,0.848,0.152,0.3612,POSITIVE,positive
21/10/2022,"Holders Australia thrash sorry Scotland 84-0 in Coventry, all but confirming their spot in the Rugby League World Cup knockout stages.",0.054,0.946,0,-0.0387,NEGATIVE,negative
21/10/2022,"The striking protest tapped into a vein of discontent, leaving an enduring legacy in Chinese dissent.",0.125,0.875,0,-0.25,NEGATIVE,negative
21/10/2022,Hans Niemann is suing grandmaster Magnus Carlsen and others after they accused him of cheating.,0.397,0.603,0,-0.7845,NEGATIVE,negative
21/10/2022,It is the first time in 10 years the popular lunch choice has gone up for all customers.,0,0.859,0.141,0.4215,POSITIVE,positive
21/10/2022,"Christian Matheson invited an ex-staff member on a ""sexually motivated"" trip abroad, a report says.",0,0.8,0.2,0.4588,POSITIVE,positive
21/10/2022,A doctor tells a court of his findings after examining a baby allegedly murdered by nurse Lucy Letby.,0.239,0.761,0,-0.6597,NEGATIVE,negative
21/10/2022,Josephine Melville fell ill after performing in a production at Nottingham Playhouse.,0.219,0.781,0,-0.4215,NEGATIVE,negative
21/10/2022,Russia has mobilised many thousands of men to fight in Ukraine. But Mikhail Ashichev refuses to go.,0.101,0.899,0,-0.2023,NEGATIVE,negative
21/10/2022,The key Trump ally refused to co-operate with a probe looking into the 6 January 2021 Capitol riot.,0.293,0.707,0,-0.7003,NEGATIVE,negative
21/10/2022,"Political instability and high inflation in the country means it is less likely to pay back debts, the ratings agency says.",0.054,0.946,0,-0.0352,NEGATIVE,negative
21/10/2022,A marine crew battled for hours to free a humpback whale from fishing gear. Then they watched in awe as the giant did this.,0.086,0.784,0.129,0.2732,POSITIVE,positive
21/10/2022,BBC Sport analyses the remaining teams in the T20 World Cup and makes predictions as the tournament reaches the Super 12 phase.,0,0.797,0.203,0.6249,POSITIVE,positive
22/10/2022,"The bronze statue, which is subject to CCTV surveillance, has been targeted again.",0.74790114,0.2459361,0.006162792,0.998939574,NEGATIVE,negative
22/10/2022,The granddaughter of founder William Alexander speaks for the first time about the family's history.,0.010871287,0.9268706,0.0622581,0.99926585,POSITIVE,positive
22/10/2022,"Match of the Day pundits Danny Murphy and Martin Keown look at Manchester United's Casemiro, who scored a late equaliser in their 1-1 draw at Chelsea.",0.018346427,0.9182724,0.06338125,0.994376063,POSITIVE,positive
22/10/2022,"Allies of the ex-chancellor say he now has enough backers to run, as the former PM heads home from the Caribbean.",0.074297234,0.82731944,0.09838336,0.988832712,NEGATIVE,negative
22/10/2022,The former PM and the leadership frontrunner hold talks as the deadline for nominations in the contest to replace Liz Truss edges nearer.,0.04545739,0.9305372,0.024005404,0.724319518,NEGATIVE,negative
22/10/2022,"Conservatives are choosing a new leader, just over a month after appointing the last one.",0.09968696,0.8163123,0.0840007,0.981594086,NEGATIVE,negative
22/10/2022,"Red Bull co-owner Dietrich Mateschitz, a major global business figure as a result of his energy drinks empire, dies aged 78.",0,0.896,0.104,0.2732,POSITIVE,positive
22/10/2022,"How the star takes ideas with ""aspirations to be a movie theme"" and ""persuades them into pop songs"".",0.09154808,0.79809093,0.11036101,0.99884963,POSITIVE,positive
22/10/2022,The actress will make her final Doctor Who appearance in a 90-minute special on BBC One on Sunday.,0,0.856,0.144,0.4019,POSITIVE,positive
22/10/2022,Conservative MPs have started declaring who they want to become Britain's next prime minister.,0,0.909,0.091,0.0772,POSITIVE,positive
22/10/2022,"Ukraine's president says the attacks were on a ""very wide"" scale, but most of the missiles were downed.",0.109,0.891,0,-0.2382,NEGATIVE,negative
22/10/2022,"Paramedics ""battled to save"" the 29-year-old but he was pronounced dead at the scene, police say.",0.333,0.574,0.093,-0.7543,NEGATIVE,negative
22/10/2022,A week travelling on a typical route shows what happens to the country when the buses stop running.,0.128,0.872,0,-0.296,NEGATIVE,negative
22/10/2022,England all but secure their place in the knockout stages of the World Cup with a comfortable 42-18 victory over France in Bolton.,0,0.726,0.274,0.8201,POSITIVE,positive
22/10/2022,Winger Dominic Young has made a stellar start to his England career and his latest performance left pundits drawing comparisons with great Martin Offiah.,0,0.843,0.157,0.6249,POSITIVE,positive
22/10/2022,"Police say a man, in his 30s, was rescued from the rubble but the boy died at the scene.",0.215,0.702,0.083,-0.6124,NEGATIVE,negative
22/10/2022,European champions England will face Denmark and China at the Women's World Cup in 2023 in Australia and New Zealand.,0,0.848,0.152,0.5267,POSITIVE,positive
22/10/2022,"A couple say their mortgage-free, low-cost tiny home has allowed them to take risks.",0.149,0.851,0,-0.2732,NEGATIVE,negative
22/10/2022,The cost of pet food has soared in Australia due to the pandemic and the Ukraine war.,0.196,0.804,0,-0.5994,NEGATIVE,negative
22/10/2022,"Carlos Sainz takes pole position for the United States Grand Prix, beating Ferrari team-mate Charles Leclerc and Red Bull's Max Verstappen.",0.112,0.672,0.216,0.4215,POSITIVE,positive
22/10/2022,"An economy in crisis and an unruly party await the new Tory leader, writes Laura Kuenssberg.",0.193,0.613,0.193,-0.25,NEGATIVE,negative
22/10/2022,Why was Hu Jintao asked to leave the stage at the end of China's Communist Party congress?,0.063,0.794,0.143,0.3612,POSITIVE,positive
22/10/2022,England's bowlers set up a five-wicket victory over Afghanistan as Jos Buttler's side make a winning start to the Men's T20 World Cup.,0,0.855,0.145,0.5267,POSITIVE,positive
22/10/2022,The fire started on Friday night along one of the mountain's most popular climbing routes.,0.13,0.703,0.167,0.1761,POSITIVE,positive
22/10/2022,Producer Giles Martin has used artificial intelligence to pull apart and reconstruct the group's seventh album.,0,0.829,0.171,0.4767,POSITIVE,positive
22/10/2022,"Ferrari drivers Carlos Sainz and Charles Leclerc headed the two Friday practice sessions at the United States Grand Prix in Austin, Texas.",0,0.775,0.225,0.7003,POSITIVE,positive
22/10/2022,It was a result no-one saw coming but will Nottingham Forest kick on after a surprise 1-0 win over Liverpool?,0,0.671,0.329,0.8338,POSITIVE,positive
22/10/2022,"After Cristiano Ronaldo was left out of the squad to face Chelsea on Saturday, does the Portugal forward have a future at Manchester United?",0,0.887,0.113,0.4215,POSITIVE,positive
22/10/2022,Influencer Grace Keeling says TikTok can be a welcome distraction but also an educational tool.,0.108,0.659,0.234,0.2732,POSITIVE,positive
22/10/2022,Firefighters urge the public to ensure heat sources and electrical products are well maintained.,0,0.719,0.281,0.5719,POSITIVE,positive
22/10/2022,"As the cost of living crisis deepens, more people are calling debt helplines than ever before.",0.32,0.68,0,-0.765,NEGATIVE,negative
22/10/2022,"A third-generation grower says he is scared he could ""just lose the whole business"".",0.337,0.663,0,-0.6808,NEGATIVE,negative
22/10/2022,"The latest in the Tory leadership race and schools being crippled by the cost of bills, make the lead stories in the papers.",0.71012634,0.27494782,0.014925846,0.996369004,NEGATIVE,negative
22/10/2022,The former prime minister is considering a return to Downing Street three months after being ejected.,0.08572844,0.88369554,0.030575955,0.988962948,NEGATIVE,negative
22/10/2022,Andy Burnham and Steve Rotheram held the briefing to demand more funding for train operators.,0.097,0.903,0,-0.128,NEGATIVE,negative
22/10/2022,Community groups express their concern over an uncertain future post-Brexit.,0.196,0.804,0,-0.296,NEGATIVE,negative
22/10/2022,"Mum Julie Andrews ignored gas, electric and council tax bills and got loans to buy school uniform.",0.126,0.874,0,-0.3182,NEGATIVE,negative
22/10/2022,"Flora's condition, ARFID, means she avoids almost all food apart from plain pasta, butter and bread.",0.102,0.898,0,-0.1779,NEGATIVE,negative
22/10/2022,"After the fastest exit from Downing Street in UK history, what is Liz Truss entitled to?",0,0.877,0.123,0.2732,POSITIVE,positive
23/10/2022,Conservative MPs have started declaring who they want to become Britain's next prime minister.,0,0.909,0.091,0.0772,POSITIVE,positive
23/10/2022,College students were asked to create headwear to help resist the urge to peek at others' papers.,0,0.758,0.242,0.5859,POSITIVE,positive
23/10/2022,"Scott-Swaley Daniel Stevens, 12, was ""well-loved"" and ""will be missed by so many"", his family says.",0.128,0.872,0,-0.296,NEGATIVE,negative
23/10/2022,"Avoid reading unless you're happy for major spoilers, as the 13th Doctor leaves the show.",0.116,0.688,0.196,0.3612,POSITIVE,positive
23/10/2022,Royal Mail says everyday stamps that do not have a barcode will no be longer valid after 31 January.,0.115,0.885,0,-0.296,NEGATIVE,negative
23/10/2022,Max Verstappen fought back to pass Lewis Hamilton to win a dramatic United States Grand Prix and equal the record for victories in a season.,0.074,0.615,0.311,0.8074,POSITIVE,positive
23/10/2022,"The former PM says he had the support of enough MPs but there needs to be ""a united party in Parliament"".",0,0.664,0.336,0.8442,POSITIVE,positive
23/10/2022,"Two women were taken to hospital after reports of a fight in east London, the Met says.",0.148,0.852,0,-0.3818,NEGATIVE,negative
23/10/2022,"Tottenham boss Antonio Conte says Spurs need ""time and patience and, also for sure, money,"" after suffering a third defeat in five Premier League games.",0.207,0.714,0.078,-0.5859,NEGATIVE,negative
23/10/2022,Match of the Day pundit Alan Shearer was not expecting his old side Newcastle to be in the Premier League top four after 12 games but says their results show they mean business.,0,0.958,0.042,0.1027,POSITIVE,positive
23/10/2022,Jesse Marsch says his long-term future is at Leeds but Sunday's loss to Fulham laid bare the problems he faces.,0.265,0.735,0,-0.7579,NEGATIVE,negative
23/10/2022,Millions of Indians are illuminating their surroundings with lamps and fireworks to celebrate the festival.,0,0.653,0.347,0.7845,POSITIVE,positive
23/10/2022,"As much of the world's earth has been degraded, efforts are being made to improve matters.",0.141,0.657,0.202,0.0516,POSITIVE,positive
23/10/2022,"A couple say their mortgage-free, low-cost tiny home has allowed them to take risks.",0.149,0.851,0,-0.2732,NEGATIVE,negative
23/10/2022,Rory McIlroy overtakes Scottie Scheffler at the top of golf's world rankings by retaining his CJ Cup title in South Carolina.,0,0.917,0.083,0.2023,POSITIVE,positive
23/10/2022,India superstar Virat Kohli caps a sporting occasion like no other in Melbourne with a masterclass that ranks among his greatest feats.,0.085,0.656,0.259,0.6705,POSITIVE,positive
23/10/2022,"In April 1945, the BBC’s Richard Dimbleby was the first reporter to enter the liberated Belsen concentration camp. ",0.16650821,0.75633734,0.07715446,0.984357953,POSITIVE,positive
23/10/2022,"As Ukraine retakes territory, villagers tell the BBC about their precarious life under Russian rule.",0.6484841,0.34247088,0.009045045,0.988596261,POSITIVE,positive
23/10/2022,How have the revelations behind Harvey Weinstein's court cases changed how Hollywood works?,0.28764245,0.6950987,0.017258845,0.999108613,NEGATIVE,negative
23/10/2022,"About 80,000 people march in Germany's capital, in the biggest rally held so far by the Iranian diaspora.",0.005920501,0.6468635,0.34721598,0.997669041,POSITIVE,positive
23/10/2022,Former Newcastle captain and manager Alan Shearer explains how his old club's pressing and unity helped them beat Tottenham 2-1.,0.007851988,0.51414144,0.4780066,0.999289393,POSITIVE,positive
23/10/2022,"My Neighbour Totoro, the classic anime film, has been recreated by the Royal Shakespeare Company.",0.004106234,0.74134487,0.25454882,0.995700121,POSITIVE,positive
23/10/2022,Literary agent Andrew Wylie gives an update on the novelist's health two months after his stabbing.,0.15399739,0.8271791,0.018823588,0.631218672,POSITIVE,positive
23/10/2022,Hundreds of people receive the first congratulatory messages from the new monarch and Queen Consort.,0.001582903,0.14653386,0.8518832,0.997195363,POSITIVE,positive
23/10/2022,"Former Bank of England governor Lord King says people could face ""significantly higher taxes"".",0.47505814,0.4896077,0.035334215,0.980245173,NEGATIVE,negative
23/10/2022,The hurricane has since been downgraded to a tropical cyclone and is expected to dissipate overnight.,0.026843974,0.9036639,0.069492035,0.996655107,NEGATIVE,negative
23/10/2022,Boris Johnson's full statement as he rules himself out of the race to replace Liz Truss as the next PM.,0.2168356,0.7557644,0.027399996,0.710418284,NEGATIVE,negative
23/10/2022,A new Tory leader and PM will be chosen by 28 October.,0.014359752,0.90795165,0.077688664,0.987754047,POSITIVE,positive
23/10/2022,Whose sheer presence causes pandemonium? Who dug his team out of a hole? Find out in Garth Crooks' latest Team of the Week.,0.59190863,0.392055,0.016036354,0.996979356,NEGATIVE,negative
23/10/2022,"Conservatives are choosing a new leader, just over a month after appointing the last one.",0.09968696,0.8163123,0.0840007,0.981594086,NEGATIVE,negative
23/10/2022,"Police say they are looking for a man ""believed to be known to both women"".",0.12813327,0.8337071,0.03815959,0.990143538,NEGATIVE,negative
23/10/2022,The former prime minister is considering a return to Downing Street three months after being ejected.,0.08572844,0.88369554,0.030575955,0.988962948,NEGATIVE,negative
24/10/2022,Aston Villa appoint Villarreal manager and former Arsenal boss Unai Emery to succeed the sacked Steven Gerrard.,0,0.833,0.167,0.4939,POSITIVE,positive
24/10/2022,Russia’s defence minister has made claims that Ukraine could explode a 'dirty bomb'.,0.203,0.699,0.098,-0.3612,NEGATIVE,negative
24/10/2022,West Ham move up seven places to 10th in the Premier League table as Kurt Zouma's controversial goal helps them beat Bournemouth.,0.074,0.82,0.107,0.2023,POSITIVE,positive
24/10/2022,Fernando Alonso questions Formula 1's direction before a protest against a penalty that left him out of the points at the United States Grand Prix.,0.168,0.638,0.195,0.2023,POSITIVE,positive
24/10/2022,"Shaun Murphy says reaching ""the bottom of my mental health"" convinced him to brave ""life-changing"" stomach surgery.",0,0.639,0.361,0.7845,POSITIVE,positive
24/10/2022,Watch the moment Tonga produce a sensational piece of play against Wales only for video referee to rule the try out at the Rugby League World Cup.,0,0.912,0.088,0.34,POSITIVE,positive
24/10/2022,"In a Senate split 50-50 between two parties, every race counts. Here are the six closest ones.",0,0.847,0.153,0.4019,POSITIVE,positive
24/10/2022,Law and order promises to be a key talking point in the US midterms. We look at the numbers.,0,0.867,0.133,0.3818,POSITIVE,positive
24/10/2022,Tonga put one foot in the Rugby League World Cup quarter-finals but are made to work hard before beating a gutsy Wales side 32-6.,0.211,0.789,0,-0.6808,NEGATIVE,negative
24/10/2022,The alleged rape and murder of 12-year-old Lola by an illegal migrant has inflamed French politics.,0.562,0.438,0,-0.9468,NEGATIVE,negative
24/10/2022,Simon Armitage’s poem Transmission Report celebrates 100 years of the BBC.,0,0.73,0.27,0.5719,POSITIVE,positive
24/10/2022,Campaigners say the popular single-use vapes are an environmental nightmare.,0,0.763,0.237,0.4215,POSITIVE,positive
24/10/2022,Nujuum Hashi has overcome traditional prejudice to become a respected artist in Somalia.,0.201,0.61,0.189,-0.0516,NEGATIVE,negative
24/10/2022,"In the middle of an energy crisis, giant ships full of liquefied natural gas are waiting off Europe's coast.",0.166,0.648,0.186,-0.128,NEGATIVE,negative
24/10/2022,Former boxer Anthony Ogogo shares his story from the UK's most easterly point to Olympic success.,0,0.704,0.296,0.7096,POSITIVE,positive
24/10/2022,Hong Kong's benchmark Hang Seng stock index fell more than 6% on investor concerns over Xi Jinping's policies.,0.6961264,0.29197693,0.011896661,0.999620795,NEGATIVE,negative
24/10/2022,Get up to speed with everything you need to know this election season.,0.06895901,0.7982792,0.13276178,0.998718858,POSITIVE,positive
24/10/2022,A father carried his son's weight up Mount Kilimanjaro to raise awareness of meningitis.,0.07865862,0.80272377,0.11861755,0.981579423,POSITIVE,positive
24/10/2022,"Boris Johnson bows out of the Tory leadership race as Rishi Sunak takes the lead, Monday's papers say.",0.13229348,0.8393372,0.028369265,0.977579892,NEGATIVE,negative
24/10/2022,Russian state TV suspends a famous presenter - but its anti-Ukrainian rhetoric continues.,0.8970554,0.099520385,0.003424271,0.992460787,NEGATIVE,negative
24/10/2022,What does the former Chancellor's appointment as Conservative leader mean for politics in Scotland?,0.08673802,0.8890854,0.024176536,0.994214356,NEGATIVE,negative
24/10/2022,The BBC's political editor Chris Mason reports on the Tory leadership announcement.,0.044416703,0.90379864,0.05178465,0.91123414,POSITIVE,positive
24/10/2022,The decision to hold an early election usually rests with the prime minister.,0.08533701,0.88426024,0.030402752,0.974905908,POSITIVE,positive
24/10/2022,Tuesday's front pages all focus on Rishi Sunak becoming the UK's third prime minister this year.,0.006600495,0.92489916,0.06850028,0.996979773,POSITIVE,positive
24/10/2022,The former chancellor has not made any new pledges during the four-day contest to replace Liz Truss.,0.20612358,0.77193874,0.021937665,0.985671103,NEGATIVE,negative
24/10/2022,The German singer tells BBC Newsbeat her chart success with Sam Smith has been a dream come true.,0,0.622,0.378,0.8176,POSITIVE,positive
24/10/2022,"Ukraine had suggested some Russian units were leaving Kherson, a city that fell early in the war.",0.206,0.794,0,-0.5994,NEGATIVE,negative
24/10/2022,"England second row Rosie Galligan, who spent three years out of Test rugby through injury, illness and lockdowns, tells Rugby Union Weekly she has returned a better player.",0.17,0.741,0.09,-0.3818,NEGATIVE,negative
24/10/2022,Rishi Sunak won the Tory leadership race after rival Penny Mordaunt failed to secure enough backing.,0.147,0.533,0.32,0.4404,POSITIVE,positive
24/10/2022,The BBC's Ione Wells answers your questions on the UK's next prime minister.,0,0.857,0.143,0.25,POSITIVE,positive
24/10/2022,Asian family WhatsApp groups often buzz with blessings and useless facts. What about when Sunak was named as next PM?,0.115,0.741,0.144,0.1779,POSITIVE,positive
24/10/2022,Will Tory MPs' enthusiasm for their new leader last when his government confronts tough problems?,0.305,0.55,0.145,-0.296,NEGATIVE,negative
24/10/2022,What awaits Rishi Sunak when he walks through the doors of Downing Street?,0,0.902,0.098,0.0772,POSITIVE,positive
24/10/2022,"Rishi Sunak, the fifth Conservative prime minister in seven years, inherits many pressing challenges.",0,0.909,0.091,0.0772,POSITIVE,positive
24/10/2022,"Police ""quickly stopped"" a gunman in his 20s who entered a Missouri public school on Monday morning.",0.119,0.881,0,-0.2263,NEGATIVE,negative
24/10/2022,Rishi Sunak will be the next prime minister after no other rivals came forward to challenge him.,0.119,0.811,0.07,-0.2263,NEGATIVE,negative
24/10/2022,Rishi Sunak lost the race to be PM - then staged a comeback. Here's what you need to know about him.,0.113,0.887,0,-0.3182,NEGATIVE,negative
24/10/2022,"Tim Gough, 55, dies from a suspected heart attack while broadcasting from his home in Suffolk.",0.278,0.722,0,-0.6124,NEGATIVE,negative
24/10/2022,Rishi Sunak will be the UK's next prime minister after winning the Conservative Party leadership contest.,0,0.697,0.303,0.7269,POSITIVE,positive
24/10/2022,Uswitch says prepayment meter users are more likely to be vulnerable and at risk of running out of credit.,0.177,0.708,0.115,-0.1027,NEGATIVE,negative
24/10/2022,A BBC investigation finds evidence that Russian forces deliberately destroyed a pipeline to Mykolaiv.,0.225,0.775,0,-0.4939,NEGATIVE,negative
24/10/2022,"September's loser appears on the verge of becoming October's prime minister, political editor Chris Mason writes.",0.185,0.815,0,-0.5267,NEGATIVE,negative
